id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
1667,species,Cinnamon-bellied Flowerpiercer,Percefleur cannelle,Passeriformes,Emberizidae,,Diglossa,Diglossa baritula,"","","","","","",*
1668,species,Slaty Flowerpiercer,Percefleur ardoisé,Passeriformes,Emberizidae,,Diglossa,Diglossa plumbea,"","","","","","",*
1669,species,Saffron Finch,Sicale bouton-d'or,Passeriformes,Emberizidae,,Sicalis,Sicalis flaveola,"","","","","","",*
1670,species,Grassland Yellow-Finch,Sicale des savanes,Passeriformes,Emberizidae,,Sicalis,Sicalis luteola,"","","","","","",*
1671,species,Wedge-tailed Grass-Finch,Grand Tardivole,Passeriformes,Emberizidae,,Emberizoides,Emberizoides herbicola,"","","","","","",*
1674,species,Yellow-thighed Finch,Tohi à cuisses jaunes,Passeriformes,Emberizidae,,Pselliophorus,Pselliophorus tibialis,Monotypic.,"","","","","",""
1675,species,Yellow-green Finch,Tohi jaune-vert,Passeriformes,Emberizidae,,Pselliophorus,Pselliophorus luteoviridis,Monotypic.,"","","","","",""
1676,species,Large-footed Finch,Tohi à grands pieds,Passeriformes,Emberizidae,,Pezopetes,Pezopetes capitalis,Monotypic.,"","","","","",""
1679,species,Orange-billed Sparrow,Tohi à bec orange,Passeriformes,Emberizidae,,Arremon,Arremon aurantiirostris,"","","","","","",""
1646,species,Sooty-faced Finch,Tohi masqué,Passeriformes,Emberizidae,,Arremon,Arremon crassirostris,Monotypic.,"","","","","",""
2003,species,Chestnut-capped Brush-Finch,Tohi à nuque brune,Passeriformes,Emberizidae,,Arremon,Arremon brunneinucha,"","","","","","",""
2036,species,Green-striped Brush-Finch,Tohi à raies vertes,Passeriformes,Emberizidae,,Arremon,Arremon virenticeps,Monotypic.,"","","","","",""
10321,species,Costa Rican Brush-Finch,Tohi du Costa Rica,Passeriformes,Emberizidae,,Arremon,Arremon costaricensis,Formerly included in Arremon torquatus.,"","","","","",""
10331,species,Black-headed Brush-Finch,Tohi à tête noire,Passeriformes,Emberizidae,,Arremon,Arremon atricapillus,Formerly included in Arremon torquatus.,"","","","","",""
1680,species,Olive Sparrow,Tohi olive,Passeriformes,Emberizidae,,Arremonops,Arremonops rufivirgatus,"","","","","","",""
1681,species,Green-backed Sparrow,Tohi à dos vert,Passeriformes,Emberizidae,,Arremonops,Arremonops chloronotus,"","","","","","",""
1682,species,Black-striped Sparrow,Tohi ligné,Passeriformes,Emberizidae,,Arremonops,Arremonops conirostris,"","","","","","",""
1677,species,White-naped Brush-Finch,Tohi à calotte blanche,Passeriformes,Emberizidae,,Atlapetes,Atlapetes albinucha,"","","","","","",""
1678,species,Rufous-capped Brush-Finch,Tohi à calotte rousse,Passeriformes,Emberizidae,,Atlapetes,Atlapetes pileatus,"","","","","","",""
1687,species,Collared Towhee,Tohi à collier,Passeriformes,Emberizidae,,Pipilo,Pipilo ocai,"","","","","","",""
1686,species,Green-tailed Towhee,Tohi à queue verte,Passeriformes,Emberizidae,,Pipilo,Pipilo chlorurus,Monotypic.,"","","","","",""
1688,species,Spotted Towhee,Tohi tacheté,Passeriformes,Emberizidae,,Pipilo,Pipilo maculatus,"","","","","","",""
1689,species,Eastern Towhee,Tohi à flancs roux,Passeriformes,Emberizidae,,Pipilo,Pipilo erythrophthalmus,"","","","","","",""
1700,species,Rusty Sparrow,Tohi roussâtre,Passeriformes,Emberizidae,,Aimophila,Aimophila rufescens,"","","","","","",""
1699,species,Rufous-crowned Sparrow,Tohi à calotte fauve,Passeriformes,Emberizidae,,Aimophila,Aimophila ruficeps,"","","","","","",""
2046,species,Oaxaca Sparrow,Tohi d'Oaxaca,Passeriformes,Emberizidae,,Aimophila,Aimophila notosticta,Monotypic.,"","","","","",""
1685,species,White-eared Ground-Sparrow,Tohi oreillard,Passeriformes,Emberizidae,,Melozone,Melozone leucotis,"","","","","","",""
1684,species,Prevost's Ground-Sparrow,Tohi à face blanche,Passeriformes,Emberizidae,,Melozone,Melozone biarcuata,"","","","","","",""
1683,species,Rusty-crowned Ground-Sparrow,Tohi de Kiener,Passeriformes,Emberizidae,,Melozone,Melozone kieneri,"","","","","","",""
1691,species,Canyon Towhee,Tohi des canyons,Passeriformes,Emberizidae,,Melozone,Melozone fusca,"","","","","","",""
1690,species,White-throated Towhee,Tohi à gorge blanche,Passeriformes,Emberizidae,,Melozone,Melozone albicollis,"","","","","","",""
1692,species,California Towhee,Tohi de Californie,Passeriformes,Emberizidae,,Melozone,Melozone crissalis,"","","","","","",""
1693,species,Abert's Towhee,Tohi d'Abert,Passeriformes,Emberizidae,,Melozone,Melozone aberti,"","","","","","",""
2044,species,Cinnamon-tailed Sparrow,Bruant à queue rousse,Passeriformes,Emberizidae,,Peucaea,Peucaea sumichrasti,Monotypic.,"","","","","",""
1696,species,Rufous-winged Sparrow,Bruant à épaulettes,Passeriformes,Emberizidae,,Peucaea,Peucaea carpalis,"","","","","","",""
1694,species,Stripe-headed Sparrow,Bruant ligné,Passeriformes,Emberizidae,,Peucaea,Peucaea ruficauda,"","","","","","",""
2042,species,Black-chested Sparrow,Bruant à plastron,Passeriformes,Emberizidae,,Peucaea,Peucaea humeralis,Monotypic.,"","","","","",""
2043,species,Bridled Sparrow,Bruant à moustaches,Passeriformes,Emberizidae,,Peucaea,Peucaea mystacalis,Monotypic.,"","","","","",""
1698,species,Botteri's Sparrow,Bruant de Botteri,Passeriformes,Emberizidae,,Peucaea,Peucaea botterii,"","","","","","",""
2045,species,Cassin's Sparrow,Bruant de Cassin,Passeriformes,Emberizidae,,Peucaea,Peucaea cassinii,Monotypic.,"","","","","",""
1697,species,Bachman's Sparrow,Bruant des pinèdes,Passeriformes,Emberizidae,,Peucaea,Peucaea aestivalis,"","","","","","",""
1702,species,Striped Sparrow,Bruant rayé,Passeriformes,Emberizidae,,Oriturus,Oriturus superciliosus,"","","","","","",""
1703,species,Zapata Sparrow,Bruant de Zapata,Passeriformes,Emberizidae,,Torreornis,Torreornis inexpectata,"","","","","","",""
1704,species,American Tree Sparrow,Bruant hudsonien,Passeriformes,Emberizidae,,Spizella,Spizella arborea,"","","","","","",""
1705,species,Chipping Sparrow,Bruant familier,Passeriformes,Emberizidae,,Spizella,Spizella passerina,"","","","","","",""
2048,species,Clay-colored Sparrow,Bruant des plaines,Passeriformes,Emberizidae,,Spizella,Spizella pallida,Monotypic.,"","","","","",""
1706,species,Brewer's Sparrow,Bruant de Brewer,Passeriformes,Emberizidae,,Spizella,Spizella breweri,"","","","","","",""
1707,species,Field Sparrow,Bruant des champs,Passeriformes,Emberizidae,,Spizella,Spizella pusilla,"","","","","","",""
1708,species,Worthen's Sparrow,Bruant de Worthen,Passeriformes,Emberizidae,,Spizella,Spizella wortheni,"","","","","","",""
1709,species,Black-chinned Sparrow,Bruant à menton noir,Passeriformes,Emberizidae,,Spizella,Spizella atrogularis,"","","","","","",""
1710,species,Vesper Sparrow,Bruant vespéral,Passeriformes,Emberizidae,,Pooecetes,Pooecetes gramineus,"","","","","","",""
1711,species,Lark Sparrow,Bruant à joues marron,Passeriformes,Emberizidae,,Chondestes,Chondestes grammacus,"","","","","","",""
1701,species,Five-striped Sparrow,Bruant pentaligne,Passeriformes,Emberizidae,,Amphispiza,Amphispiza quinquestriata,"","","","","","",""
1712,species,Black-throated Sparrow,Bruant à gorge noire,Passeriformes,Emberizidae,,Amphispiza,Amphispiza bilineata,"","","","","","",""
10501,species,Sagebrush Sparrow,Bruant des armoises,Passeriformes,Emberizidae,,Artemisiospiza,Artemisiospiza nevadensis,"","","","","","",""
10231,species,Bell's Sparrow,Bruant de Bell,Passeriformes,Emberizidae,,Artemisiospiza,Artemisiospiza belli,Formerly called Sage Sparrow.,"","","","","",""
1714,species,Lark Bunting,Bruant noir et blanc,Passeriformes,Emberizidae,,Calamospiza,Calamospiza melanocorys,Monotypic.,"","","","","",""
1715,species,Savannah Sparrow,Bruant des prés,Passeriformes,Emberizidae,,Passerculus,Passerculus sandwichensis,"","","","","","",""
1716,species,Grasshopper Sparrow,Bruant sauterelle,Passeriformes,Emberizidae,,Ammodramus,Ammodramus savannarum,"","","","","","",""
2039,species,Baird's Sparrow,Bruant de Baird,Passeriformes,Emberizidae,,Ammodramus,Ammodramus bairdii,Monotypic.,"","","","","",""
1717,species,Henslow's Sparrow,Bruant de Henslow,Passeriformes,Emberizidae,,Ammodramus,Ammodramus henslowii,"","","","","","",""
2040,species,Le Conte's Sparrow,Bruant de Le Conte,Passeriformes,Emberizidae,,Ammodramus,Ammodramus leconteii,Monotypic.,"","","","","",""
2041,species,Nelson's Sparrow,Bruant de Nelson,Passeriformes,Emberizidae,,Ammodramus,Ammodramus nelsoni,Monotypic.,"","","","","",""
1718,species,Saltmarsh Sparrow,Bruant à queue aiguë,Passeriformes,Emberizidae,,Ammodramus,Ammodramus caudacutus,"","","","","","",""
1719,species,Seaside Sparrow,Bruant maritime,Passeriformes,Emberizidae,,Ammodramus,Ammodramus maritimus,"","","","","","",""
1720,species,Sierra Madre Sparrow,Bruant des sierras,Passeriformes,Emberizidae,,Xenospiza,Xenospiza baileyi,Monotypic.,"","","","","",""
1721,species,Fox Sparrow,Bruant fauve,Passeriformes,Emberizidae,,Passerella,Passerella iliaca,"","","","","","",""
1722,species,Song Sparrow,Bruant chanteur,Passeriformes,Emberizidae,,Melospiza,Melospiza melodia,"","","","","","",""
1723,species,Lincoln's Sparrow,Bruant de Lincoln,Passeriformes,Emberizidae,,Melospiza,Melospiza lincolnii,"","","","","","",""
1724,species,Swamp Sparrow,Bruant des marais,Passeriformes,Emberizidae,,Melospiza,Melospiza georgiana,"","","","","","",""
1725,species,Rufous-collared Sparrow,Bruant chingolo,Passeriformes,Emberizidae,,Zonotrichia,Zonotrichia capensis,"","","","","","",""
1726,species,White-throated Sparrow,Bruant à gorge blanche,Passeriformes,Emberizidae,,Zonotrichia,Zonotrichia albicollis,Monotypic.,"","","","","",""
1727,species,Harris's Sparrow,Bruant à face noire,Passeriformes,Emberizidae,,Zonotrichia,Zonotrichia querula,Monotypic.,"","","","","",""
1728,species,White-crowned Sparrow,Bruant à couronne blanche,Passeriformes,Emberizidae,,Zonotrichia,Zonotrichia leucophrys,"","","","","","",""
1729,species,Golden-crowned Sparrow,Bruant à couronne dorée,Passeriformes,Emberizidae,,Zonotrichia,Zonotrichia atricapilla,Monotypic.,"","","","","",""
2047,species,Volcano Junco,Junco des volcans,Passeriformes,Emberizidae,,Junco,Junco vulcani,Monotypic.,"","","","","",""
1730,species,Dark-eyed Junco,Junco ardoisé,Passeriformes,Emberizidae,,Junco,Junco hyemalis,"","","","","","",""
1731,species,Yellow-eyed Junco,Junco aux yeux jaunes,Passeriformes,Emberizidae,,Junco,Junco phaeonotus,"","","","","","",""
10721,species,Common Bush-Tanager,Chlorospin des buissons,Passeriformes,Emberizidae,,Chlorospingus,Chlorospingus flavopectus,Formerly Chlorospingus ophthalmicus.,"","","","","",*
2018,species,Tacarcuna Bush-Tanager,Chlorospin du Tacarcuna,Passeriformes,Emberizidae,,Chlorospingus,Chlorospingus tacarcunae,Monotypic.,"","","","","",*
2019,species,Pirre Bush-Tanager,Chlorospin du Pirré,Passeriformes,Emberizidae,,Chlorospingus,Chlorospingus inornatus,Monotypic.,"","","","","",*
2017,species,Sooty-capped Bush-Tanager,Chlorospin à sourcils brisés,Passeriformes,Emberizidae,,Chlorospingus,Chlorospingus pileatus,"","","","","","",*
1939,species,Yellow-throated Bush-Tanager,Chlorospin à gorge jaune,Passeriformes,Emberizidae,,Chlorospingus,Chlorospingus flavigularis,"","","","","","",*
1940,species,Ashy-throated Bush-Tanager,Chlorospin à gorge grise,Passeriformes,Emberizidae,,Chlorospingus,Chlorospingus canigularis,"","","","","","",*
1736,species,Pine Bunting,Bruant à calotte blanche,Passeriformes,Emberizidae,,Emberiza,Emberiza leucocephalos,"",A,"","","","",""
2055,species,Yellow-browed Bunting,Bruant à sourcils jaunes,Passeriformes,Emberizidae,,Emberiza,Emberiza chrysophrys,"",A,"","","","",""
1737,species,Little Bunting,Bruant nain,Passeriformes,Emberizidae,,Emberiza,Emberiza pusilla,Monotypic.,A,"","","","",""
1738,species,Rustic Bunting,Bruant rustique,Passeriformes,Emberizidae,,Emberiza,Emberiza rustica,"",A,"","","","",""
1739,species,Yellow-throated Bunting,Bruant élégant,Passeriformes,Emberizidae,,Emberiza,Emberiza elegans,"",A,"","","","",""
1740,species,Yellow-breasted Bunting,Bruant auréole,Passeriformes,Emberizidae,,Emberiza,Emberiza aureola,"",A,"","","","",""
1741,species,Gray Bunting,Bruant gris,Passeriformes,Emberizidae,,Emberiza,Emberiza variabilis,"",A,"","","","",""
1742,species,Pallas's Bunting,Bruant de Pallas,Passeriformes,Emberizidae,,Emberiza,Emberiza pallasi,"",A,"","","","",""
1743,species,Reed Bunting,Bruant des roseaux,Passeriformes,Emberizidae,,Emberiza,Emberiza schoeniclus,"",A,"","","","",""
1953,species,Rose-throated Tanager,Piranga à gorge rose,Passeriformes,Cardinalidae,,Piranga,Piranga roseogularis,"","","","","","",""
1954,species,Hepatic Tanager,Piranga orangé,Passeriformes,Cardinalidae,,Piranga,Piranga flava,"","","","","","",""
1955,species,Summer Tanager,Piranga vermillon,Passeriformes,Cardinalidae,,Piranga,Piranga rubra,"","","","","","",""
1956,species,Scarlet Tanager,Piranga écarlate,Passeriformes,Cardinalidae,,Piranga,Piranga olivacea,Monotypic.,"","","","","",""
1957,species,Western Tanager,Piranga à tête rouge,Passeriformes,Cardinalidae,,Piranga,Piranga ludoviciana,Monotypic.,"","","","","",""
1958,species,Flame-colored Tanager,Piranga à dos rayé,Passeriformes,Cardinalidae,,Piranga,Piranga bidentata,"","","","","","",""
1959,species,White-winged Tanager,Piranga bifascié,Passeriformes,Cardinalidae,,Piranga,Piranga leucoptera,"","","","","","",""
1960,species,Red-headed Tanager,Piranga érythrocéphale,Passeriformes,Cardinalidae,,Piranga,Piranga erythrocephala,"","","","","","",""
1949,species,Red-crowned Ant-Tanager,Habia à couronne rouge,Passeriformes,Cardinalidae,,Habia,Habia rubica,"","","","","","",""
1951,species,Red-throated Ant-Tanager,Habia à gorge rouge,Passeriformes,Cardinalidae,,Habia,Habia fuscicauda,"","","","","","",""
1952,species,Black-cheeked Ant-Tanager,Habia à joues noires,Passeriformes,Cardinalidae,,Habia,Habia atrimaxillaris,Monotypic.,"","","","","",""
1947,species,Carmiol's Tanager,Habia olive,Passeriformes,Cardinalidae,,Chlorothraupis,Chlorothraupis carmioli,"","","","","","",""
1948,species,Lemon-spectacled Tanager,Habia à lunettes,Passeriformes,Cardinalidae,,Chlorothraupis,Chlorothraupis olivacea,Monotypic.,"","","","","",""
1752,species,Black-faced Grosbeak,Cardinal à ventre blanc,Passeriformes,Cardinalidae,,Caryothraustes,Caryothraustes poliogaster,"","","","","","",""
1753,species,Yellow-green Grosbeak,Cardinal flavert,Passeriformes,Cardinalidae,,Caryothraustes,Caryothraustes canadensis,"","","","","","",""
1754,species,Crimson-collared Grosbeak,Cardinal à collier,Passeriformes,Cardinalidae,,Rhodothraupis,Rhodothraupis celaeno,Monotypic.,"","","","","",""
1755,species,Northern Cardinal,Cardinal rouge,Passeriformes,Cardinalidae,,Cardinalis,Cardinalis cardinalis,"","","","","","",""
1756,species,Pyrrhuloxia,Cardinal pyrrhuloxia,Passeriformes,Cardinalidae,,Cardinalis,Cardinalis sinuatus,"","","","","","",""
1757,species,Yellow Grosbeak,Cardinal jaune,Passeriformes,Cardinalidae,,Pheucticus,Pheucticus chrysopeplus,"","","","","","",""
1758,species,Black-thighed Grosbeak,Cardinal à cuisses noires,Passeriformes,Cardinalidae,,Pheucticus,Pheucticus tibialis,Monotypic.,"","","","","",""
1759,species,Rose-breasted Grosbeak,Cardinal à poitrine rose,Passeriformes,Cardinalidae,,Pheucticus,Pheucticus ludovicianus,Monotypic.,"","","","","",""
1760,species,Black-headed Grosbeak,Cardinal à tête noire,Passeriformes,Cardinalidae,,Pheucticus,Pheucticus melanocephalus,"","","","","","",""
1619,species,Red-breasted Chat,Granatelle multicolore,Passeriformes,Cardinalidae,,Granatellus,Granatellus venustus,"","","","","","",""
1620,species,Gray-throated Chat,Granatelle à plastron,Passeriformes,Cardinalidae,,Granatellus,Granatellus sallaei,"","","","","","",""
1665,species,Blue Seedeater,Évêque bleu,Passeriformes,Cardinalidae,,Amaurospiza,Amaurospiza concolor,"","","","","","",""
1761,species,Blue-black Grosbeak,Évêque bleu-noir,Passeriformes,Cardinalidae,,Cyanocompsa,Cyanocompsa cyanoides,"","","","","","",""
1762,species,Blue Bunting,Évêque paré,Passeriformes,Cardinalidae,,Cyanocompsa,Cyanocompsa parellina,"","","","","","",""
1763,species,Blue Grosbeak,Guiraca bleu,Passeriformes,Cardinalidae,,Passerina,Passerina caerulea,"","","","","","",""
1764,species,Lazuli Bunting,Passerin azuré,Passeriformes,Cardinalidae,,Passerina,Passerina amoena,Monotypic.,"","","","","",""
1765,species,Indigo Bunting,Passerin indigo,Passeriformes,Cardinalidae,,Passerina,Passerina cyanea,Monotypic.,"","","","","",""
1766,species,Rose-bellied Bunting,Passerin à ventre rose,Passeriformes,Cardinalidae,,Passerina,Passerina rositae,Monotypic.,"","","","","",""
1767,species,Orange-breasted Bunting,Passerin arc-en-ciel,Passeriformes,Cardinalidae,,Passerina,Passerina leclancherii,"","","","","","",""
1768,species,Varied Bunting,Passerin varié,Passeriformes,Cardinalidae,,Passerina,Passerina versicolor,"","","","","","",""
1769,species,Painted Bunting,Passerin nonpareil,Passeriformes,Cardinalidae,,Passerina,Passerina ciris,"","","","","","",""
1770,species,Dickcissel,Dickcissel d'Amérique,Passeriformes,Cardinalidae,,Spiza,Spiza americana,Monotypic.,"","","","","",""
1771,species,Bobolink,Goglu des prés,Passeriformes,Icteridae,,Dolichonyx,Dolichonyx oryzivorus,Monotypic.,"","","","","",""
1772,species,Red-winged Blackbird,Carouge à épaulettes,Passeriformes,Icteridae,,Agelaius,Agelaius phoeniceus,"","","","","","",""
1773,species,Red-shouldered Blackbird,Carouge de Cuba,Passeriformes,Icteridae,,Agelaius,Agelaius assimilis,"","","","","","",""
1774,species,Tricolored Blackbird,Carouge de Californie,Passeriformes,Icteridae,,Agelaius,Agelaius tricolor,Monotypic.,"","","","","",""
1775,species,Tawny-shouldered Blackbird,Petit Carouge,Passeriformes,Icteridae,,Agelaius,Agelaius humeralis,"","","","","","",""
1776,species,Yellow-shouldered Blackbird,Carouge de Porto Rico,Passeriformes,Icteridae,,Agelaius,Agelaius xanthomus,"","","","","","",""
1777,species,Jamaican Blackbird,Carouge de la Jamaïque,Passeriformes,Icteridae,,Nesopsar,Nesopsar nigerrimus,Monotypic.,"","","","","",""
2067,species,Yellow-hooded Blackbird,Carouge à capuchon,Passeriformes,Icteridae,,Chrysomus,Chrysomus icterocephalus,"","","","","","",""
1778,species,Red-breasted Blackbird,Sturnelle militaire,Passeriformes,Icteridae,,Sturnella,Sturnella militaris,Monotypic.,"","","","","",""
1779,species,Eastern Meadowlark,Sturnelle des prés,Passeriformes,Icteridae,,Sturnella,Sturnella magna,"","","","","","",""
1780,species,Western Meadowlark,Sturnelle de l'Ouest,Passeriformes,Icteridae,,Sturnella,Sturnella neglecta,"","","","","","",""
